_RAJ2000,_DEJ2000,cl,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag
208.591436,14.725909,6,21.846,0.208,20.922,0.035,20.416,0.038,20.067,0.05,19.921,0.139
208.595573,14.734424,3,22.965,0.704,21.968,0.112,21.567,0.134,21.072,0.158,20.978,0.488
208.595095,14.731929,3,23.183,0.8,23.352,0.354,21.848,0.164,22.117,0.386,23.511,1.087
208.591444,14.725922,6,22.326,0.253,21.057,0.036,20.317,0.03,20.119,0.036,19.905,0.098
208.592814,14.726381,3,24.997,1.787,22.523,0.219,21.596,0.155,21.145,0.16,22.316,1.185
208.595521,14.734496,3,22.563,0.389,21.917,0.091,21.442,0.094,21.343,0.134,21.565,0.526
208.595043,14.73195,3,23.191,0.685,23.247,0.301,22.006,0.164,21.975,0.248,21.39,0.491
208.563331,14.744498,3,21.07,0.165,19.927,0.025,19.164,0.02,18.791,0.025,18.65,0.077
208.544914,14.729823,6,22.807,0.489,22.822,0.183,22.754,0.289,21.848,0.259,21.843,0.703
208.54913,14.730739,6,23.647,0.907,22.728,0.166,21.372,0.085,20.495,0.077,20.257,0.19
208.553402,14.724623,3,24.863,1.359,23.245,0.277,21.715,0.123,21.328,0.17,20.764,0.323
208.561495,14.717121,6,24.698,1.24,22.972,0.201,21.077,0.065,20.619,0.084,20.727,0.285
208.560633,14.718719,3,24.813,1.449,22.378,0.143,23.574,0.658,24.385,1.472,23.171,1.12
208.564828,14.742092,6,23.863,1.027,22.833,0.181,22.004,0.15,21.516,0.192,21.482,0.543
208.566983,14.741216,3,22.375,0.446,22.675,0.219,21.86,0.177,21.108,0.175,21.073,0.546
208.564492,14.710993,6,26.429,0.492,22.668,0.169,22.101,0.174,21.308,0.168,21.529,0.602
208.566732,14.726122,3,22.912,0.767,22.18,0.159,21.368,0.125,21.36,0.238,20.876,0.526
208.571118,14.738001,6,23.768,1.116,21.998,0.104,20.417,0.044,19.567,0.039,19.187,0.089
208.575469,14.724801,3,22.616,0.502,22.176,0.131,21.233,0.094,21.092,0.159,20.962,0.456
208.564121,14.737054,6,26.702,0.366,23.772,0.408,21.781,0.127,20.423,0.074,19.493,0.102
208.565955,14.720479,3,25.172,1.794,22.383,0.198,20.355,0.054,19.707,0.057,19.321,0.136
208.568406,14.722172,6,24.791,1.212,23.132,0.223,21.708,0.112,21.07,0.124,20.65,0.258
208.559057,14.741916,6,23.255,0.698,23.217,0.255,22.43,0.221,21.367,0.17,21.52,0.566
208.555893,14.736452,3,25.553,1.696,24.556,1.266,22.31,0.349,21.238,0.254,20.064,0.314
208.581542,14.732263,6,21.836,0.206,21.19,0.044,20.824,0.054,20.337,0.065,20.274,0.194
208.563312,14.744499,3,21.178,0.167,19.853,0.023,19.122,0.018,18.766,0.021,18.62,0.062
208.58153,14.732247,6,21.574,0.134,21.204,0.04,20.768,0.043,20.551,0.052,20.174,0.124
208.545012,14.729776,3,23.64,0.863,22.874,0.202,22.102,0.166,21.514,0.15,21.707,0.556
208.549097,14.730741,6,24.759,0.977,22.715,0.139,21.286,0.067,20.64,0.057,20.126,0.119
208.561465,14.717095,3,24.837,1.071,22.748,0.157,21.197,0.066,20.495,0.054,20.443,0.173
208.560627,14.718732,3,24.297,1.309,22.43,0.149,21.87,0.148,22.757,0.49,21.789,0.635
208.564135,14.737069,6,24.398,0.966,22.989,0.177,21.97,0.12,20.492,0.05,19.704,0.083
208.564792,14.7421,3,25.158,0.992,22.665,0.156,22.028,0.143,21.754,0.172,22.267,0.719
208.562361,14.727785,3,22.957,0.775,22.141,0.156,22.392,0.31,21.987,0.337,21.328,0.624
208.567045,14.741254,3,25.458,1.134,22.868,0.236,21.955,0.172,21.624,0.197,20.903,0.342
208.564454,14.711035,6,25.789,0.638,22.894,0.173,22.018,0.132,21.81,0.167,22.382,0.674
208.565969,14.720431,3,22.882,0.604,22.143,0.132,20.533,0.051,19.886,0.044,19.322,0.094
208.568017,14.73329,3,23.726,0.886,22.554,0.148,22.318,0.195,22.506,0.346,21.714,0.527
208.571106,14.738011,6,24.125,0.886,22.05,0.081,20.7,0.041,19.917,0.031,19.393,0.064
208.570955,14.739163,3,23.343,0.574,22.772,0.151,22.134,0.141,21.878,0.168,22.683,0.677
208.575565,14.72482,3,21.969,0.313,21.979,0.13,21.03,0.09,21.213,0.165,21.447,0.662
208.553365,14.724584,3,23.795,0.988,22.828,0.202,21.639,0.114,21.116,0.11,20.961,0.331
208.555992,14.736323,3,25.008,1.123,24.602,0.664,22.329,0.194,21.199,0.108,20.779,0.248
208.558968,14.7419,6,24.88,1.056,23.754,0.363,22.012,0.137,21.634,0.148,21.485,0.409
208.566645,14.726171,3,22.038,0.368,22.246,0.182,21.084,0.102,20.904,0.138,20.214,0.267
208.568396,14.722125,6,24.864,0.937,23.476,0.261,21.971,0.12,21.313,0.1,21.324,0.322
208.568321,14.718455,3,26.628,0.97,23.9,1.172,21.101,0.161,21.095,0.259,21.106,0.897
208.570819,14.725131,3,22.236,0.3,23.875,0.493,22.171,0.191,22.366,0.348,22.426,0.91
208.54954,14.724557,3,26.185,0.548,24.879,0.768,23.195,0.427,21.719,0.182,21.338,0.43
208.559623,14.73729,6,25.837,0.57,24.343,0.486,22.745,0.234,22.108,0.203,23.241,0.628
208.566602,14.735711,3,23.207,0.678,23.853,0.473,23.004,0.385,21.694,0.187,21.442,0.473
208.571597,14.719134,3,23.437,0.727,25.124,0.755,23.74,0.628,21.913,0.211,21.973,0.654
208.570603,14.747602,3,25.061,1.269,22.803,0.191,21.831,0.138,22.245,0.388,21.39,0.55
208.575249,14.755317,3,24.2,1.648,22.273,0.155,21.802,0.171,22.106,0.426,21.253,0.644
208.578969,14.759937,6,24.507,1.236,22.847,0.176,21.276,0.078,20.262,0.061,19.473,0.094
208.579185,14.755083,3,23.92,1.511,21.691,0.097,20.109,0.04,19.484,0.043,18.985,0.091
208.581921,14.754698,3,25.609,0.953,23.908,0.463,21.985,0.159,21.081,0.136,20.949,0.379
208.586562,14.750585,6,16.286,0.006,14.258,0.003,13.471,0.002,13.22,0.002,13.093,0.003
208.59193,14.739872,6,22.903,0.5,22.801,0.169,21.823,0.128,21.925,0.262,22.26,0.865
208.589559,14.738119,3,22.466,0.433,23.084,0.281,21.762,0.151,21.308,0.186,21.226,0.57
208.584877,14.757464,6,24.483,1.254,24.325,0.551,23.248,0.443,21.131,0.13,20.419,0.218
208.586564,14.750587,6,16.322,0.006,14.251,0.003,13.478,0.003,15.614,0.013,13.098,0.003
208.585884,14.755512,3,24.372,0.975,24.34,0.493,23.869,0.572,22.213,0.223,22.395,0.633
208.591552,14.751058,6,23.747,0.751,24.781,0.588,22.754,0.24,22.868,0.383,22.843,0.678
208.58185,14.749986,6,25.394,0.848,23.271,0.245,23.313,0.411,23.197,0.538,22.966,0.731
208.58966,14.753276,6,25.821,0.585,24.87,0.613,23.609,0.487,22.489,0.281,22.365,0.63
208.589759,14.747789,3,23.707,0.924,25.359,0.775,25.119,0.937,22.478,0.345,22.719,0.871
208.575171,14.755444,3,22.371,0.382,22.489,0.178,21.826,0.157,21.282,0.153,22.724,1.119
208.578977,14.759927,6,25.088,0.892,23.049,0.187,21.358,0.071,20.206,0.039,19.589,0.076
208.579214,14.755046,3,24.074,1.61,21.613,0.098,19.973,0.037,19.381,0.033,19.046,0.085
208.580431,14.742083,3,22.871,0.701,21.99,0.133,21.502,0.138,21.889,0.299,21.531,0.692
208.589494,14.738181,6,24.035,1.084,22.898,0.205,21.672,0.113,21.442,0.14,21.033,0.325
208.589643,14.734843,3,23.109,0.627,22.771,0.193,23.227,0.455,23.891,0.97,21.76,0.611
208.591946,14.739944,3,23.661,0.796,22.783,0.167,21.945,0.129,21.891,0.187,21.643,0.473
208.570623,14.747561,6,23.494,0.726,23.539,0.321,22.125,0.155,21.982,0.208,21.2,0.345
208.58185,14.75473,3,26.816,0.42,23.296,0.38,21.44,0.118,21.017,0.126,20.497,0.277
208.587412,14.765079,6,24.744,0.988,24.008,0.399,22.611,0.212,22.608,0.312,22.211,0.587
208.584819,14.757451,6,25.51,0.711,24.573,0.544,22.866,0.263,21.689,0.14,20.643,0.186
208.536307,14.74524,6,15.214,0.004,13.986,0.003,13.594,0.003,13.448,0.002,13.454,0.003
208.529867,14.754625,6,25.193,1.284,23.98,0.513,21.913,0.148,21.743,0.253,20.976,0.396
208.544381,14.761852,6,21.95,0.229,20.13,0.02,18.934,0.012,18.491,0.014,18.178,0.031
208.547516,14.736549,6,20.792,0.086,19.272,0.011,18.675,0.01,18.465,0.014,18.29,0.034
208.551232,14.743322,6,21.155,0.116,19.261,0.011,18.53,0.009,18.224,0.012,18.046,0.028
208.562412,14.745588,6,22.685,0.441,20.81,0.034,20.41,0.038,20.234,0.061,20.072,0.161
208.533386,14.751254,3,20.806,0.212,20.399,0.058,19.232,0.032,18.633,0.035,18.249,0.086
208.537761,14.750738,6,25.092,1.179,22.214,0.106,20.632,0.045,18.974,0.021,18.066,0.029
208.536335,14.736153,3,23.413,0.927,21.963,0.104,20.195,0.036,19.538,0.038,19.186,0.09
208.540834,14.758357,3,21.573,0.251,20.141,0.029,18.975,0.017,18.39,0.018,18.02,0.042
208.538768,14.757716,6,25.277,1.229,24.071,0.556,21.722,0.128,20.328,0.072,19.701,0.132
208.544061,14.74839,6,23.956,1.054,22.204,0.101,22.182,0.167,21.762,0.23,23.076,0.928
208.546231,14.757617,3,22.044,0.352,21.314,0.071,20.086,0.038,19.782,0.055,19.512,0.148
208.546562,14.733822,6,24.808,1.425,22.652,0.176,21.267,0.086,20.191,0.064,19.694,0.132
208.545645,14.747068,3,25.395,1.243,23.342,0.342,22.044,0.184,22.895,0.747,22.197,1.054
208.547012,14.751179,6,24.394,1.242,23.568,0.332,21.825,0.126,20.595,0.083,19.887,0.137
208.548355,14.753724,3,23.799,1.322,23.306,0.369,21.831,0.167,21.38,0.218,21.143,0.569
208.536319,14.745228,6,15.242,0.004,13.996,0.003,13.59,0.003,13.925,0.002,13.458,0.004
208.53779,14.750751,6,23.53,0.639,22.179,0.089,20.684,0.041,18.988,0.016,18.109,0.024
208.536166,14.743554,3,24.635,1.017,22.838,0.175,21.138,0.064,20.119,0.038,21.238,0.314
208.533332,14.751281,3,24.283,1.8,20.824,0.051,19.809,0.032,19.32,0.033,18.866,0.076
208.535281,14.750753,3,25.495,0.868,23.311,0.279,22.75,0.28,22.563,0.364,22.674,0.85
208.535705,14.749403,6,24.206,1.02,24.167,0.491,22.834,0.28,23.223,0.569,21.495,0.421
208.529832,14.754693,3,25.384,0.902,24.69,0.667,21.967,0.138,21.561,0.146,22.388,0.749
208.544383,14.761843,6,22.794,0.364,20.146,0.019,18.918,0.011,18.467,0.011,18.208,0.025
208.547517,14.736539,6,20.739,0.07,19.268,0.011,18.647,0.01,18.457,0.011,18.349,0.028
208.551234,14.743317,6,21.435,0.118,19.275,0.011,18.493,0.009,18.225,0.009,18.063,0.023
208.540843,14.758338,3,21.935,0.283,20.236,0.028,19.065,0.016,18.477,0.015,18.157,0.037
208.538673,14.757717,6,24.279,0.935,24.458,0.519,21.988,0.123,20.578,0.054,19.821,0.093
208.562407,14.745587,6,21.972,0.186,20.868,0.032,20.49,0.035,20.368,0.045,20.358,0.146
208.536375,14.73615,3,24.768,1.454,21.649,0.081,20.011,0.031,19.357,0.027,19.075,0.073
208.543331,14.744341,6,28.688,0.406,20.743,0.198,23.76,4.4,27.287,0.948,19.824,0.791
208.544082,14.748319,6,22.222,0.226,22.04,0.079,21.99,0.123,21.565,0.126,22.775,0.675
208.54624,14.757571,3,22.075,0.346,21.245,0.069,20.113,0.04,19.703,0.044,19.518,0.13
208.545739,14.746917,6,26.15,0.443,23.138,0.2,22.465,0.186,22.809,0.369,21.544,0.386
208.545578,14.731278,3,22.497,0.327,22.975,0.201,23.255,0.413,23.025,0.508,22.159,0.669
208.546574,14.733802,6,24.671,1.119,22.784,0.169,21.287,0.075,20.204,0.044,19.717,0.096
208.531182,14.756045,6,26.009,0.498,23.442,0.257,22.586,0.207,23.813,0.718,22.243,0.592
208.547039,14.751161,6,23.64,0.687,23.273,0.225,21.781,0.103,20.63,0.057,19.956,0.104
208.548457,14.753711,3,23.28,0.601,24.172,0.489,22.22,0.164,21.799,0.172,21.844,0.53
208.550573,14.764813,3,22.07,0.309,21.926,0.102,21.493,0.113,21.313,0.188,22.642,1.253
208.555809,14.776088,6,25.679,0.841,20.905,0.035,19.51,0.018,18.781,0.018,18.358,0.036
208.563578,14.773439,6,23.332,0.775,22.996,0.221,22.295,0.204,21.996,0.305,21.389,0.539
208.570752,14.7723,6,22.981,0.577,21.807,0.078,20.892,0.059,20.434,0.075,20.363,0.224
208.578627,14.770036,3,22.325,0.406,22.363,0.159,21.576,0.132,21.914,0.342,23.296,1.26
208.548273,14.765767,6,24.937,1.236,23.317,0.264,22.181,0.169,20.826,0.1,20.365,0.205
208.555815,14.776078,6,22.731,0.347,21.011,0.035,19.46,0.016,18.782,0.014,18.322,0.028
208.550574,14.764793,3,22.969,0.632,21.981,0.134,21.581,0.124,20.936,0.112,22.44,1.021
208.56357,14.773446,6,23.819,0.817,22.943,0.179,22.142,0.146,22.062,0.204,21.927,0.529
208.570808,14.772296,6,22.075,0.237,21.711,0.071,20.858,0.054,20.57,0.062,20.299,0.166
208.571704,14.769763,6,24.6,0.979,23.096,0.196,25.372,0.689,25.432,0.525,22.545,0.662
208.57419,14.770308,6,23.956,0.864,23.18,0.22,25.76,0.576,24.611,0.823,23.607,0.565
208.578635,14.769991,3,23.081,0.843,21.977,0.134,21.4,0.126,21.613,0.241,23.852,0.909
208.548304,14.765777,3,25.896,0.681,23.874,0.447,22.295,0.194,20.835,0.082,20.387,0.184
208.559482,14.771974,6,23.659,0.701,24.215,0.452,24.619,0.78,22.825,0.373,20.783,0.21
208.568707,14.770526,6,23.9,0.811,25.965,0.462,24.861,0.789,25.441,0.523,21.005,0.254
208.570297,14.770315,6,24.323,1.037,24.408,0.561,26.007,0.508,23.418,0.638,20.953,0.271
208.592134,14.765267,6,25.235,1.197,24.094,0.54,24.207,0.935,21.497,0.195,23.095,1.096
208.5921,14.765461,3,25.563,0.705,24.725,0.583,23.007,0.298,21.612,0.131,20.555,0.173
208.571982,14.788286,6,20.392,0.066,19.747,0.016,19.591,0.02,19.55,0.034,19.451,0.095
208.576635,14.775853,6,18.947,0.024,17.911,0.006,17.532,0.005,17.366,0.007,17.311,0.017
208.581715,14.775737,6,24.799,1.233,21.451,0.054,20.089,0.029,18.744,0.017,18.049,0.029
208.579558,14.77471,3,23.462,1.046,21.641,0.085,20.237,0.041,18.937,0.025,18.231,0.044
208.578541,14.774308,3,23.996,1.367,21.793,0.091,20.118,0.035,19.52,0.038,19.498,0.123
208.573281,14.778203,3,25.331,1.183,24.661,0.745,22.039,0.171,21.941,0.304,20.607,0.295
208.577518,14.779522,3,24.86,2.129,22.565,0.246,21.656,0.181,21.456,0.292,21.289,0.815
208.576636,14.775848,6,18.964,0.022,17.95,0.006,17.525,0.005,17.39,0.006,17.319,0.014
208.581687,14.775747,6,24.731,0.973,21.529,0.053,20.057,0.025,18.738,0.013,18.039,0.023
208.579535,14.774714,6,24.93,0.942,22.797,0.152,20.83,0.047,19.374,0.021,18.587,0.034
208.578504,14.774362,3,24.309,1.905,21.179,0.072,19.629,0.029,19.204,0.032,18.992,0.091
208.571979,14.788287,6,20.374,0.055,19.782,0.015,19.52,0.017,19.601,0.025,19.58,0.077
208.582655,14.77142,6,23.676,0.832,23.043,0.217,22.333,0.191,22.695,0.393,21.315,0.387
208.565068,14.785939,3,22.686,0.543,24.671,0.96,22.518,0.312,21.528,0.202,21.107,0.468
208.573261,14.778427,3,23.465,1.115,24.517,0.995,22.147,0.248,21.422,0.203,21.288,0.603
208.577368,14.77955,3,23.93,1.02,23.551,0.353,22.511,0.234,21.4,0.135,20.873,0.286
208.531183,14.775778,6,18.583,0.019,17.611,0.005,17.354,0.005,17.287,0.006,17.267,0.016
208.528319,14.776587,3,24.949,1.329,24.178,0.548,22.238,0.187,21.153,0.142,21.032,0.393
208.527604,14.754833,3,20.31,0.098,18.564,0.01,17.558,0.007,17.132,0.008,16.782,0.018
208.535376,14.769498,3,20.893,0.137,19.181,0.014,18.171,0.009,17.761,0.011,17.462,0.026
208.519858,14.782935,6,22.638,0.423,21.964,0.083,20.421,0.036,18.631,0.016,17.662,0.021
208.51536,14.766102,3,21.617,0.177,21.827,0.075,21.704,0.109,21.433,0.172,20.384,0.205
208.51711,14.766863,3,23.994,1.309,22.175,0.118,21.75,0.132,23.561,1.129,23.311,1.05
208.532214,14.764311,3,20.964,0.142,20.31,0.031,20.009,0.037,19.836,0.059,19.807,0.197
208.505151,14.763241,3,24.123,1.587,22.257,0.147,21.94,0.179,21.674,0.275,23.383,1.196
208.510297,14.762282,3,22.43,0.461,21.794,0.098,21.142,0.088,21.08,0.163,20.584,0.341
208.510869,14.768483,3,26.085,1.176,21.78,0.135,20.901,0.096,20.572,0.137,19.723,0.227
208.51865,14.753562,3,23.433,0.932,22.086,0.112,22.314,0.224,22.657,0.596,21.771,0.789
208.524684,14.762843,3,23.009,0.966,21.835,0.131,20.513,0.065,19.936,0.074,19.413,0.157
208.524727,14.757761,3,25.065,1.748,22.323,0.169,21.66,0.153,21.477,0.255,21.652,0.904
208.532156,14.758763,6,25.08,1.202,22.904,0.188,21.772,0.117,21.799,0.24,21.709,0.613
208.511897,14.777991,6,24.785,1.328,23.719,0.367,22.182,0.166,21.628,0.206,22.775,0.961
208.513539,14.77319,3,25.442,1.703,23.095,0.394,21.92,0.222,20.964,0.181,21.069,0.681
208.531194,14.775765,6,18.555,0.017,17.622,0.005,17.372,0.005,17.274,0.006,17.245,0.013
208.527624,14.754817,3,20.225,0.082,18.576,0.01,17.585,0.007,17.141,0.007,16.793,0.015
208.535383,14.769482,3,21.036,0.134,19.171,0.013,18.181,0.009,17.776,0.009,17.411,0.021
208.519867,14.78292,6,23.218,0.51,21.913,0.072,20.431,0.033,18.629,0.012,17.665,0.017
208.519153,14.781209,3,25.537,0.699,24.741,0.583,24.033,0.632,21.708,0.146,22.701,0.683
208.517115,14.766827,3,24.203,1.137,22.416,0.131,21.992,0.146,21.699,0.173,22.848,0.847
208.51539,14.766088,3,21.518,0.144,21.64,0.064,21.227,0.071,21.345,0.119,20.431,0.179
208.532223,14.764326,3,21.486,0.195,20.285,0.029,20.077,0.036,19.812,0.044,19.641,0.133
208.505246,14.763087,3,22.904,0.523,22.331,0.133,22.488,0.247,21.786,0.213,20.989,0.34
208.508445,14.760909,3,23.569,1.128,22.639,0.223,21.495,0.129,21.323,0.172,22.104,0.969
208.510837,14.768393,3,22.507,0.454,22.034,0.122,21.185,0.091,20.726,0.094,21.917,0.818
208.511261,14.767529,6,25.934,0.525,25.395,0.586,23.125,0.33,21.821,0.161,21.977,0.522
208.510294,14.762283,3,22.259,0.362,22.043,0.124,21.165,0.09,21.081,0.131,20.38,0.245
208.518584,14.753536,6,25.446,0.739,22.359,0.103,22.183,0.145,21.881,0.169,21.506,0.374
208.524678,14.762815,3,23.213,0.806,22.157,0.14,20.701,0.06,20.176,0.059,19.836,0.158
208.524729,14.757733,3,25.681,0.713,22.965,0.191,22.26,0.17,21.778,0.171,22.036,0.6
208.532145,14.758803,6,23.739,0.774,23.083,0.202,21.792,0.108,21.636,0.142,22.069,0.584
208.512001,14.778082,3,26.979,0.29,23.782,0.448,22.119,0.176,21.713,0.189,21.806,0.624
208.516178,14.780089,3,25.674,0.736,23.114,0.219,22.348,0.187,21.654,0.156,21.632,0.465
208.522492,14.763049,3,24.913,1.268,23.726,0.424,22.158,0.184,22.518,0.379,21.773,0.598
208.528129,14.776446,3,23.011,0.612,22.87,0.237,22.011,0.176,21.31,0.144,21.197,0.453
208.510621,14.774053,3,24.63,2.022,23.038,0.372,22.324,0.32,21.191,0.181,23.046,1.374
208.513581,14.773374,3,23.242,0.86,24.039,0.681,22.265,0.249,21.042,0.131,20.631,0.313
208.512723,14.755268,3,25.244,0.854,24.41,0.513,23.335,0.395,21.988,0.19,20.819,0.22
208.516767,14.775685,6,24.8,1.033,24.793,0.623,24.506,0.801,23.853,0.777,20.6,0.193
208.520208,14.770127,6,25.965,0.509,24.866,0.596,24.705,0.787,24.454,0.813,20.779,0.21
208.538125,14.78229,3,20.982,0.163,19.028,0.013,17.926,0.008,17.473,0.009,17.101,0.021
208.54303,14.793028,3,20.897,0.181,19.306,0.018,18.398,0.013,17.957,0.016,17.66,0.04
208.525021,14.788208,3,24.278,1.755,22.059,0.13,20.937,0.077,20.147,0.074,19.767,0.177
208.534461,14.794025,3,23.03,0.667,22.065,0.105,20.65,0.05,20.299,0.07,19.739,0.138
208.534199,14.774615,3,22.375,0.416,21.907,0.102,20.958,0.071,20.661,0.106,20.17,0.227
208.536934,14.789639,3,23.142,0.756,22.818,0.211,21.468,0.105,21.46,0.206,21.191,0.51
208.54047,14.778805,6,24.824,1.274,22.607,0.143,21.782,0.117,21.963,0.276,21.785,0.647
208.546032,14.800408,3,22.415,0.404,22.27,0.128,21.41,0.098,21.073,0.144,20.792,0.362
208.545423,14.797633,6,24.848,1.426,23.04,0.236,22.172,0.185,21.559,0.212,21.334,0.539
208.538124,14.782283,3,21.036,0.149,18.995,0.013,17.942,0.008,17.486,0.008,17.104,0.018
208.543023,14.793036,3,21.185,0.164,19.554,0.018,18.655,0.013,18.213,0.013,17.857,0.033
208.526417,14.789798,6,25.106,0.884,23.789,0.341,22.817,0.255,23.009,0.446,22.286,0.619
208.524999,14.788183,3,23.425,0.857,21.93,0.103,20.869,0.065,20.199,0.055,19.739,0.127
208.534494,14.793988,3,24.055,1.079,22.077,0.102,20.687,0.049,20.284,0.052,19.696,0.104
208.534298,14.77461,3,22.551,0.577,21.513,0.095,20.488,0.061,20.273,0.078,20.036,0.216
208.536997,14.789633,3,22.707,0.39,22.686,0.157,21.702,0.109,21.423,0.128,20.632,0.213
208.538097,14.792481,6,25.17,0.932,23.037,0.198,22.462,0.2,23.781,0.77,22.481,0.709
208.540481,14.778826,6,24.298,1.223,22.216,0.118,21.771,0.129,21.588,0.168,21.08,0.355
208.542094,14.796279,3,22.716,0.552,22.519,0.192,22.355,0.266,22.518,0.474,21.626,0.706
208.546013,14.800402,3,23.079,0.507,22.48,0.13,21.363,0.08,21.217,0.107,20.687,0.223
208.543873,14.772559,6,23.547,0.643,23.273,0.226,22.428,0.181,22.049,0.196,22.396,0.633
208.545477,14.797494,3,22.774,0.431,23.043,0.227,22.122,0.167,21.42,0.137,20.806,0.262
208.549634,14.794657,6,24.913,1.076,23.874,0.417,22.301,0.184,22.402,0.305,22.446,0.772
208.537563,14.77361,6,25.197,0.855,25.586,0.553,24.249,0.698,24.462,0.811,20.733,0.203
208.54713,14.776065,3,24.041,1.782,22.11,0.17,22.135,0.273,21.789,0.325,20.564,0.384
208.54556,14.78087,3,25.37,1.111,24.358,0.699,24.307,0.986,21.847,0.229,21.806,0.686
208.491326,14.774284,6,16.515,0.006,14.954,0.003,14.412,0.003,14.233,0.003,14.18,0.004
208.495191,14.78499,6,23.122,0.656,19.46,0.013,18.098,0.007,16.798,0.005,16.076,0.008
208.510194,14.792114,6,23.107,0.646,20.799,0.033,19.353,0.016,18.608,0.016,18.095,0.03
208.50821,14.790529,3,24.419,1.408,22.633,0.16,20.885,0.057,20.157,0.058,19.704,0.123
208.50279,14.794361,3,21.46,0.258,21.263,0.08,20.785,0.082,20.573,0.134,20.246,0.337
208.503194,14.788258,3,21.678,0.222,20.995,0.045,20.266,0.037,20.012,0.057,19.708,0.141
208.513371,14.78664,3,22.367,0.407,21.114,0.051,20.262,0.038,19.841,0.05,19.59,0.129
208.482615,14.78599,6,23.151,0.705,23.41,0.306,22.026,0.151,21.127,0.138,20.847,0.327
208.499516,14.79815,3,24.985,1.307,24.506,0.629,21.866,0.127,21.162,0.138,20.659,0.271
208.501351,14.773022,6,23.451,0.862,25.008,0.743,22.155,0.169,21.113,0.135,21.59,0.597
208.499614,14.77352,3,24.743,1.346,24.881,0.692,23.621,0.553,21.183,0.138,20.473,0.223
208.506524,14.783132,3,22.631,1.1,22.264,0.307,20.5,0.099,19.389,0.07,18.678,0.13
208.510233,14.794427,6,24.258,1.3,23.298,0.262,22.422,0.204,23.108,0.73,21.127,0.394
208.498798,14.788429,6,24.622,1.378,24.218,0.524,22.688,0.253,21.507,0.186,21.1,0.38
208.500063,14.770066,6,24.195,1.397,23.481,0.358,22.568,0.266,21.398,0.188,20.845,0.363
208.51386,14.783999,3,26.406,0.636,24.369,0.774,22.289,0.236,21.25,0.184,20.45,0.298
208.491332,14.774264,6,16.545,0.007,14.97,0.003,14.42,0.003,14.265,0.003,14.192,0.004
208.495197,14.784972,6,21.789,0.162,19.439,0.012,18.102,0.007,16.793,0.005,16.085,0.007
208.510192,14.792106,6,21.969,0.191,20.75,0.03,19.398,0.016,18.568,0.012,18.091,0.024
208.503204,14.788265,3,21.47,0.16,20.852,0.039,20.297,0.037,19.93,0.042,19.58,0.105
208.502722,14.794415,3,23.273,0.603,21.864,0.076,21.757,0.113,21.704,0.165,21.749,0.52
208.502734,14.793613,6,23.911,0.969,24.149,0.528,21.938,0.139,21.375,0.13,21.167,0.36
208.503438,14.782218,6,22.769,0.362,22.813,0.152,22.329,0.166,21.625,0.136,21.726,0.444
208.508184,14.790506,3,24.35,1.088,22.6,0.146,20.776,0.048,20.063,0.039,19.798,0.105
208.510108,14.794482,3,22.721,0.66,22.568,0.237,21.796,0.19,21.258,0.184,22.409,1.298
208.513365,14.786621,3,25.179,1.091,21.126,0.045,20.355,0.037,19.921,0.038,19.744,0.11
208.482573,14.785886,3,25.667,0.854,24.201,0.596,21.923,0.147,21.055,0.107,20.734,0.275
208.499447,14.798108,6,25.378,1.035,24.189,0.61,21.848,0.141,20.85,0.091,20.357,0.205
208.499503,14.773504,3,22.838,0.539,23.837,0.508,23.63,0.685,20.775,0.09,20.127,0.17
208.5013,14.772977,3,25.111,1.169,24.734,0.753,22.249,0.199,21.023,0.102,20.357,0.188
208.506252,14.785855,3,21.607,0.445,22.144,0.299,20.82,0.141,19.759,0.088,19.834,0.334
208.506467,14.78304,3,23.533,1.096,23.143,0.344,21.141,0.096,19.935,0.052,19.621,0.133
208.505897,14.782257,3,20.419,0.606,25.226,9.304,20.775,0.538,20.803,0.913,18.148,0.297
208.497162,14.780675,3,23.664,0.964,23.642,0.424,22.953,0.387,21.629,0.19,21.703,0.638
208.498663,14.788409,6,23.742,0.733,23.918,0.379,23.162,0.344,21.734,0.149,20.898,0.243
208.500032,14.76987,3,23.263,0.625,24.669,0.664,23.156,0.387,21.572,0.151,21.068,0.313
208.504453,14.777612,3,25.448,1.022,24.382,0.685,22.624,0.278,21.687,0.191,21.159,0.405
208.508348,14.795161,6,24.959,0.918,25.582,0.554,23.393,0.407,21.686,0.144,20.963,0.247
208.513804,14.783941,3,24.525,1.566,23.863,0.575,22.353,0.263,21.146,0.14,20.563,0.278
208.506183,14.802641,3,22.15,0.35,20.416,0.03,19.454,0.02,19.046,0.026,18.78,0.066
208.512356,14.795858,3,22.473,0.474,21.68,0.086,20.547,0.051,20.094,0.065,19.677,0.15
208.521669,14.81541,3,21.593,0.228,21.023,0.05,20.933,0.072,20.598,0.104,20.821,0.419
208.524196,14.814617,3,23.606,1.194,22.603,0.19,21.766,0.147,21.501,0.229,21.13,0.531
208.525695,14.792757,3,27.599,0.836,21.413,0.256,21.227,0.344,19.885,0.195,19.505,0.501
208.518508,14.809952,3,25.604,2.085,23.587,0.825,24.439,1.997,20.676,0.185,22.85,2.472
